key	date	value
Cuxhaven	1895	849
Cuxhaven	1896	285
Cuxhaven	1897	122
Cuxhaven	1898	120
Cuxhaven	1899	574
Cuxhaven	1900	150
Cuxhaven	1901	838
Cuxhaven	1902	244
Cuxhaven	1903	17521
Cuxhaven	1904	16992
Cuxhaven	1905	14813
Cuxhaven	1906	17525
Cuxhaven	1907	26847
Cuxhaven	1908	28701
Cuxhaven	1909	16258
Cuxhaven	1910	10903
Cuxhaven	1911	10528
Cuxhaven	1912	10979
Cuxhaven	1913	17331
Cuxhaven	1914	12737
Cuxhaven	1915	0
Cuxhaven	1916	0
Cuxhaven	1917	0
Cuxhaven	1918	0
Cuxhaven	1919	0
Cuxhaven	1920	0
Cuxhaven	1921	0
Cuxhaven	1922	668
Cuxhaven	1923	1
Cuxhaven	1924	0
Daiquiri, Cuba	1892	0
Daiquiri, Cuba	1893	0
Daiquiri, Cuba	1894	0
Daiquiri, Cuba	1895	0
Daiquiri, Cuba	1896	0
Daiquiri, Cuba	1897	0
Daiquiri, Cuba	1898	0
Daiquiri, Cuba	1899	0
Daiquiri, Cuba	1900	0
Daiquiri, Cuba	1901	0
Daiquiri, Cuba	1902	0
Daiquiri, Cuba	1903	0
Daiquiri, Cuba	1904	0
Daiquiri, Cuba	1905	0
Daiquiri, Cuba	1906	0
Daiquiri, Cuba	1907	0
Daiquiri, Cuba	1908	0
Daiquiri, Cuba	1909	0
Daiquiri, Cuba	1910	0
Daiquiri, Cuba	1911	0
Daiquiri, Cuba	1912	0
Daiquiri, Cuba	1913	0
Daiquiri, Cuba	1914	0
Daiquiri, Cuba	1915	0
Daiquiri, Cuba	1916	0
Daiquiri, Cuba	1917	21
Daiquiri, Cuba	1918	298
Daiquiri, Cuba	1919	798
Daiquiri, Cuba	1920	669
Daiquiri, Cuba	1921	0
Daiquiri, Cuba	1922	972
Daiquiri, Cuba	1923	522
Daiquiri, Cuba	1924	23
Danzig	1892	0
Danzig	1893	0
Danzig	1894	0
Danzig	1895	0
Danzig	1896	0
Danzig	1897	0
Danzig	1898	0
Danzig	1899	0
Danzig	1900	0
Danzig	1901	0
Danzig	1902	0
Danzig	1903	0
Danzig	1904	0
Danzig	1905	0
Danzig	1906	0
Danzig	1907	0
Danzig	1908	0
Danzig	1909	0
Danzig	1910	0
Danzig	1911	0
Danzig	1912	0
Danzig	1913	0
Danzig	1914	1
Danzig	1915	0
Danzig	1916	0
Danzig	1917	0
Danzig	1918	0
Danzig	1919	243
Danzig	1920	18574
Danzig	1921	17898
Danzig	1922	14595
Danzig	1923	9217
Danzig	1924	2940
Demerara	1892	0
Demerara	1893	5
Demerara	1894	37
Demerara	1895	3
Demerara	1896	5
Demerara	1897	0
Demerara	1898	0
Demerara	1899	0
Demerara	1900	0
Demerara	1901	0
Demerara	1902	0
Demerara	1903	0
Demerara	1904	45
Demerara	1905	2
Demerara	1906	0
Demerara	1907	24
Demerara	1908	439
Demerara	1909	415
Demerara	1910	35
Demerara	1911	4
Demerara	1912	1
Demerara	1913	0
Demerara	1914	6
Demerara	1915	22
Demerara	1916	29
Demerara	1917	35
Demerara	1918	22
Demerara	1919	23
Demerara	1920	0
Demerara	1921	1
Demerara	1922	0
Demerara	1923	170
Demerara	1924	408
Demerara, British West Indies	1892	54
Demerara, British West Indies	1893	111
Demerara, British West Indies	1894	48
Demerara, British West Indies	1895	31
Demerara, British West Indies	1896	119
Demerara, British West Indies	1897	35
Demerara, British West Indies	1898	0
Demerara, British West Indies	1899	0
Demerara, British West Indies	1900	0
Demerara, British West Indies	1901	0
Demerara, British West Indies	1902	0
Demerara, British West Indies	1903	52
Demerara, British West Indies	1904	277
Demerara, British West Indies	1905	121
Demerara, British West Indies	1906	83
Demerara, British West Indies	1907	87
Demerara, British West Indies	1908	507
Demerara, British West Indies	1909	189
Demerara, British West Indies	1910	95
Demerara, British West Indies	1911	202
Demerara, British West Indies	1912	192
Demerara, British West Indies	1913	222
Demerara, British West Indies	1914	165
Demerara, British West Indies	1915	217
Demerara, British West Indies	1916	316
Demerara, British West Indies	1917	417
Demerara, British West Indies	1918	484
Demerara, British West Indies	1919	460
Demerara, British West Indies	1920	663
Demerara, British West Indies	1921	533
Demerara, British West Indies	1922	301
Demerara, British West Indies	1923	513
Demerara, British West Indies	1924	379
Dominica	1892	1
Dominica	1893	3
Dominica	1894	5
Dominica	1895	6
Dominica	1896	6
Dominica	1897	2
Dominica	1898	0
Dominica	1899	0
Dominica	1900	0
Dominica	1901	0
Dominica	1902	0
Dominica	1903	0
Dominica	1904	0
Dominica	1905	0
Dominica	1906	3
Dominica	1907	14
Dominica	1908	0
Dominica	1909	1
Dominica	1910	15
Dominica	1911	36
Dominica	1912	69
Dominica	1913	44
Dominica	1914	43
Dominica	1915	30
Dominica	1916	24
Dominica	1917	20
Dominica	1918	10
Dominica	1919	15
Dominica	1920	44
Dominica	1921	42
Dominica	1922	45
Dominica	1923	0
Dominica	1924	2
Dominica, B.W.I.	1892	207
Dominica, B.W.I.	1893	224
Dominica, B.W.I.	1894	53
Dominica, B.W.I.	1895	102
Dominica, B.W.I.	1896	81
Dominica, B.W.I.	1897	83
Dominica, B.W.I.	1898	0
Dominica, B.W.I.	1899	0
Dominica, B.W.I.	1900	0
Dominica, B.W.I.	1901	0
Dominica, B.W.I.	1902	0
Dominica, B.W.I.	1903	139
Dominica, B.W.I.	1904	153
Dominica, B.W.I.	1905	78
Dominica, B.W.I.	1906	117
Dominica, B.W.I.	1907	53
Dominica, B.W.I.	1908	68
Dominica, B.W.I.	1909	143
Dominica, B.W.I.	1910	55
Dominica, B.W.I.	1911	118
Dominica, B.W.I.	1912	223
Dominica, B.W.I.	1913	201
Dominica, B.W.I.	1914	322
Dominica, B.W.I.	1915	327
Dominica, B.W.I.	1916	360
Dominica, B.W.I.	1917	1045
Dominica, B.W.I.	1918	1328
Dominica, B.W.I.	1919	2650
Dominica, B.W.I.	1920	3078
Dominica, B.W.I.	1921	2471
Dominica, B.W.I.	1922	2994
Dominica, B.W.I.	1923	3296
Dominica, B.W.I.	1924	2956
Dominican Ports via Turks Island	1892	2
Dominican Ports via Turks Island	1893	6
Dominican Ports via Turks Island	1894	63
Dominican Ports via Turks Island	1895	0
Dominican Ports via Turks Island	1896	4
Dominican Ports via Turks Island	1897	0
Dominican Ports via Turks Island	1898	0
Dominican Ports via Turks Island	1899	0
Dominican Ports via Turks Island	1900	0
Dominican Ports via Turks Island	1901	0
Dominican Ports via Turks Island	1902	0
Dominican Ports via Turks Island	1903	102
Dominican Ports via Turks Island	1904	0
Dominican Ports via Turks Island	1905	0
Dominican Ports via Turks Island	1906	61
Dominican Ports via Turks Island	1907	78
Dominican Ports via Turks Island	1908	2
Dominican Ports via Turks Island	1909	4
Dominican Ports via Turks Island	1910	0
Dominican Ports via Turks Island	1911	25
Dominican Ports via Turks Island	1912	35
Dominican Ports via Turks Island	1913	23
Dominican Ports via Turks Island	1914	5
Dominican Ports via Turks Island	1915	14
Dominican Ports via Turks Island	1916	85
Dominican Ports via Turks Island	1917	41
Dominican Ports via Turks Island	1918	387
Dominican Ports via Turks Island	1919	531
Dominican Ports via Turks Island	1920	1539
Dominican Ports via Turks Island	1921	1195
Dominican Ports via Turks Island	1922	1342
Dominican Ports via Turks Island	1923	1720
Dominican Ports via Turks Island	1924	1755
Dominican Republic	1892	43
Dominican Republic	1893	93
Dominican Republic	1894	23
Dominican Republic	1895	13
Dominican Republic	1896	33
Dominican Republic	1897	12
Dominican Republic	1898	0
Dominican Republic	1899	0
Dominican Republic	1900	0
Dominican Republic	1901	0
Dominican Republic	1902	0
Dominican Republic	1903	10
Dominican Republic	1904	16
Dominican Republic	1905	5
Dominican Republic	1906	0
Dominican Republic	1907	14
Dominican Republic	1908	51
Dominican Republic	1909	2
Dominican Republic	1910	7
Dominican Republic	1911	25
Dominican Republic	1912	33
Dominican Republic	1913	4
Dominican Republic	1914	0
Dominican Republic	1915	12
Dominican Republic	1916	39
Dominican Republic	1917	16
Dominican Republic	1918	3
Dominican Republic	1919	49
Dominican Republic	1920	30
Dominican Republic	1921	96
Dominican Republic	1922	11
Dominican Republic	1923	30
Dominican Republic	1924	0
Dover	1892	0
Dover	1893	0
Dover	1894	0
Dover	1895	0
Dover	1896	0
Dover	1897	0
Dover	1898	0
Dover	1899	0
Dover	1900	0
Dover	1901	0
Dover	1902	0
Dover	1903	0
Dover	1904	1840
Dover	1905	3085
Dover	1906	4476
Dover	1907	638
Dover	1908	323
Dover	1909	129
Dover	1910	289
Dover	1911	1268
Dover	1912	1507
Dover	1913	761
Dover	1914	473
Dover	1915	0
Dover	1916	0
Dover	1917	0
Dover	1918	30
Dover	1919	0
Dover	1920	0
Dover	1921	145
Dover	1922	0
Dover	1923	0
Dover	1924	0
Dublin, Ireland	1892	0
Dublin, Ireland	1893	0
Dublin, Ireland	1894	0
Dublin, Ireland	1895	0
Dublin, Ireland	1896	0
Dublin, Ireland	1897	0
Dublin, Ireland	1898	0
Dublin, Ireland	1899	0
Dublin, Ireland	1900	0
Dublin, Ireland	1901	0
Dublin, Ireland	1902	0
Dublin, Ireland	1903	0
Dublin, Ireland	1904	0
Dublin, Ireland	1905	0
Dublin, Ireland	1906	1
Dublin, Ireland	1907	0
Dublin, Ireland	1908	0
Dublin, Ireland	1909	0
Dublin, Ireland	1910	0
Dublin, Ireland	1911	2
Dublin, Ireland	1912	0
Dublin, Ireland	1913	0
Dublin, Ireland	1914	0
Dublin, Ireland	1915	1
Dublin, Ireland	1916	0
Dublin, Ireland	1917	54
Dublin, Ireland	1918	32
Dublin, Ireland	1919	39
Dublin, Ireland	1920	240
Dublin, Ireland	1921	104
Dublin, Ireland	1922	119
Dublin, Ireland	1923	122
Dublin, Ireland	1924	10
Dundee	1892	25
Dundee	1893	46
Dundee	1894	1
Dundee	1895	4
Dundee	1896	10
Dundee	1897	1
Dundee	1898	0
Dundee	1899	0
Dundee	1900	0
Dundee	1901	0
Dundee	1902	0
Dundee	1903	0
Dundee	1904	0
Dundee	1905	0
Dundee	1906	0
Dundee	1907	0
Dundee	1908	0
Dundee	1909	2
Dundee	1910	0
Dundee	1911	0
Dundee	1912	0
Dundee	1913	0
Dundee	1914	0
Dundee	1915	0
Dundee	1916	0
Dundee	1917	61
Dundee	1918	0
Dundee	1919	83
Dundee	1920	190
Dundee	1921	85
Dundee	1922	134
Dundee	1923	182
Dundee	1924	5
Dunkirk, France	1892	0
Dunkirk, France	1893	4
Dunkirk, France	1894	0
Dunkirk, France	1895	0
Dunkirk, France	1896	0
Dunkirk, France	1897	0
Dunkirk, France	1898	0
Dunkirk, France	1899	0
Dunkirk, France	1900	0
Dunkirk, France	1901	0
Dunkirk, France	1902	0
Dunkirk, France	1903	0
Dunkirk, France	1904	0
Dunkirk, France	1905	0
Dunkirk, France	1906	1
Dunkirk, France	1907	0
Dunkirk, France	1908	53
Dunkirk, France	1909	939
Dunkirk, France	1910	2
Dunkirk, France	1911	66
Dunkirk, France	1912	0
Dunkirk, France	1913	0
Dunkirk, France	1914	0
Dunkirk, France	1915	0
Dunkirk, France	1916	0
Dunkirk, France	1917	0
Dunkirk, France	1918	0
Dunkirk, France	1919	895
Dunkirk, France	1920	1169
Dunkirk, France	1921	933
Dunkirk, France	1922	628
Dunkirk, France	1923	565
Dunkirk, France	1924	691
Durban, South Africa	1892	0
Durban, South Africa	1893	0
Durban, South Africa	1894	0
Durban, South Africa	1895	0
Durban, South Africa	1896	0
Durban, South Africa	1897	0
Durban, South Africa	1898	0
Durban, South Africa	1899	0
Durban, South Africa	1900	0
Durban, South Africa	1901	0
Durban, South Africa	1902	0
Durban, South Africa	1903	1
Durban, South Africa	1904	0
Durban, South Africa	1905	0
Durban, South Africa	1906	0
Durban, South Africa	1907	0
Durban, South Africa	1908	0
Durban, South Africa	1909	0
Durban, South Africa	1910	0
Durban, South Africa	1911	0
Durban, South Africa	1912	0
Durban, South Africa	1913	0
Durban, South Africa	1914	0
Durban, South Africa	1915	0
Durban, South Africa	1916	20
Durban, South Africa	1917	7
Durban, South Africa	1918	6
Durban, South Africa	1919	76
Durban, South Africa	1920	153
Durban, South Africa	1921	129
Durban, South Africa	1922	44
Durban, South Africa	1923	9
Durban, South Africa	1924	0
Falmouth, England	1892	0
Falmouth, England	1893	0
Falmouth, England	1894	3
Falmouth, England	1895	0
Falmouth, England	1896	1
Falmouth, England	1897	0
Falmouth, England	1898	0
Falmouth, England	1899	0
Falmouth, England	1900	0
Falmouth, England	1901	0
Falmouth, England	1902	0
Falmouth, England	1903	0
Falmouth, England	1904	0
Falmouth, England	1905	0
Falmouth, England	1906	0
Falmouth, England	1907	0
Falmouth, England	1908	0
Falmouth, England	1909	0
Falmouth, England	1910	0
Falmouth, England	1911	0
Falmouth, England	1912	0
Falmouth, England	1913	2
Falmouth, England	1914	0
Falmouth, England	1915	1447
Falmouth, England	1916	1930
Falmouth, England	1917	139
Falmouth, England	1918	79
Falmouth, England	1919	728
Falmouth, England	1920	231
Falmouth, England	1921	106
Falmouth, England	1922	0
Falmouth, England	1923	64
Falmouth, England	1924	0
Fayal, Azores	1892	0
Fayal, Azores	1893	50
Fayal, Azores	1894	21
Fayal, Azores	1895	0
Fayal, Azores	1896	180
Fayal, Azores	1897	0
Fayal, Azores	1898	55
Fayal, Azores	1899	0
Fayal, Azores	1900	0
Fayal, Azores	1901	0
Fayal, Azores	1902	230
Fayal, Azores	1903	0
Fayal, Azores	1904	0
Fayal, Azores	1905	0
Fayal, Azores	1906	0
Fayal, Azores	1907	69
Fayal, Azores	1908	172
Fayal, Azores	1909	281
Fayal, Azores	1910	133
Fayal, Azores	1911	0
Fayal, Azores	1912	0
Fayal, Azores	1913	1
Fayal, Azores	1914	0
Fayal, Azores	1915	42
Fayal, Azores	1916	0
Fayal, Azores	1917	66
Fayal, Azores	1918	36
Fayal, Azores	1919	38
Fayal, Azores	1920	118
Fayal, Azores	1921	0
Fayal, Azores	1922	0
Fayal, Azores	1923	16
Fayal, Azores	1924	0
Fiume	1892	408
Fiume	1893	0
Fiume	1894	260
Fiume	1895	5
Fiume	1896	4
Fiume	1897	2
Fiume	1898	59
Fiume	1899	0
Fiume	1900	291
Fiume	1901	0
Fiume	1902	0
Fiume	1903	514
Fiume	1904	20664
Fiume	1905	47582
Fiume	1906	54255
Fiume	1907	58802
Fiume	1908	15521
Fiume	1909	38218
Fiume	1910	38107
Fiume	1911	24041
Fiume	1912	26534
Fiume	1913	28437
Fiume	1914	19449
Fiume	1915	210
Fiume	1916	2
Fiume	1917	156
Fiume	1918	500
Fiume	1919	310
Fiume	1920	197
Fiume	1921	424
Fiume	1922	261
Fiume	1923	149
Fiume	1924	4
Flores, Azores	1892	117
Flores, Azores	1893	233
Flores, Azores	1894	34
Flores, Azores	1895	96
Flores, Azores	1896	29
Flores, Azores	1897	177
Flores, Azores	1898	128
Flores, Azores	1899	199
Flores, Azores	1900	210
Flores, Azores	1901	324
Flores, Azores	1902	277
Flores, Azores	1903	10
Flores, Azores	1904	51
Flores, Azores	1905	49
Flores, Azores	1906	63
Flores, Azores	1907	0
Flores, Azores	1908	155
Flores, Azores	1909	147
Flores, Azores	1910	0
Flores, Azores	1911	0
Flores, Azores	1912	0
Flores, Azores	1913	0
Flores, Azores	1914	0
Flores, Azores	1915	0
Flores, Azores	1916	0
Flores, Azores	1917	0
Flores, Azores	1918	0
Flores, Azores	1919	0
Flores, Azores	1920	0
Flores, Azores	1921	0
Flores, Azores	1922	0
Flores, Azores	1923	0
Flores, Azores	1924	0
Fowey, England	1892	0
Fowey, England	1893	0
Fowey, England	1894	0
Fowey, England	1895	0
Fowey, England	1896	0
Fowey, England	1897	0
Fowey, England	1898	0
Fowey, England	1899	0
Fowey, England	1900	0
Fowey, England	1901	0
Fowey, England	1902	0
Fowey, England	1903	0
Fowey, England	1904	0
Fowey, England	1905	1
Fowey, England	1906	0
Fowey, England	1907	0
Fowey, England	1908	0
Fowey, England	1909	0
Fowey, England	1910	0
Fowey, England	1911	0
Fowey, England	1912	0
Fowey, England	1913	4
Fowey, England	1914	0
Fowey, England	1915	0
Fowey, England	1916	0
Fowey, England	1917	179
Fowey, England	1918	139
Fowey, England	1919	488
Fowey, England	1920	121
Fowey, England	1921	1
Fowey, England	1922	2
Fowey, England	1923	0
Fowey, England	1924	29
France	1892	0
France	1893	1
France	1894	0
France	1895	0
France	1896	0
France	1897	0
France	1898	0
France	1899	0
France	1900	0
France	1901	0
France	1902	0
France	1903	0
France	1904	0
France	1905	4
France	1906	1
France	1907	0
France	1908	0
France	1909	499
France	1910	1227
France	1911	0
France	1912	1
France	1913	29
France	1914	0
France	1915	1
France	1916	0
France	1917	25
France	1918	219
France	1919	18
France	1920	0
France	1921	0
France	1922	12
France	1923	0
France	1924	58
Funchal, Maderia Islands	1892	0
Funchal, Maderia Islands	1893	2
Funchal, Maderia Islands	1894	0
Funchal, Maderia Islands	1895	0
Funchal, Maderia Islands	1896	3
Funchal, Maderia Islands	1897	0
Funchal, Maderia Islands	1898	0
Funchal, Maderia Islands	1899	0
Funchal, Maderia Islands	1900	0
Funchal, Maderia Islands	1901	0
Funchal, Maderia Islands	1902	0
Funchal, Maderia Islands	1903	0
Funchal, Maderia Islands	1904	12
Funchal, Maderia Islands	1905	0
Funchal, Maderia Islands	1906	173
Funchal, Maderia Islands	1907	374
Funchal, Maderia Islands	1908	0
Funchal, Maderia Islands	1909	281
Funchal, Maderia Islands	1910	0
Funchal, Maderia Islands	1911	620
Funchal, Maderia Islands	1912	320
Funchal, Maderia Islands	1913	798
Funchal, Maderia Islands	1914	240
Funchal, Maderia Islands	1915	19
Funchal, Maderia Islands	1916	21
Funchal, Maderia Islands	1917	0
Funchal, Maderia Islands	1918	24
Funchal, Maderia Islands	1919	86
Funchal, Maderia Islands	1920	772
Funchal, Maderia Islands	1921	4
Funchal, Maderia Islands	1922	33
Funchal, Maderia Islands	1923	90
Funchal, Maderia Islands	1924	0
Gaspe	1892	0
Gaspe	1893	0
Gaspe	1894	0
Gaspe	1895	0
Gaspe	1896	0
Gaspe	1897	0
Gaspe	1898	0
Gaspe	1899	0
Gaspe	1900	0
Gaspe	1901	0
Gaspe	1902	0
Gaspe	1903	0
Gaspe	1904	0
Gaspe	1905	0
Gaspe	1906	0
Gaspe	1907	0
Gaspe	1908	0
Gaspe	1909	0
Gaspe	1910	0
Gaspe	1911	2
Gaspe	1912	0
Gaspe	1913	2
Gaspe	1914	3
Gaspe	1915	0
Gaspe	1916	0
Gaspe	1917	0
Gaspe	1918	25
Gaspe	1919	30
Gaspe	1920	14
Gaspe	1921	74
Gaspe	1922	77
Gaspe	1923	21
Gaspe	1924	92
Genna	1892	0
Genna	1893	394
Genna	1894	0
Genna	1895	0
Genna	1896	0
Genna	1897	76
Genna	1898	0
Genna	1899	0
Genna	1900	0
Genna	1901	0
Genna	1902	0
Genna	1903	0
Genna	1904	1
Genna	1905	1
Genna	1906	4
Genna	1907	1151
Genna	1908	2
Genna	1909	485
Genna	1910	1
Genna	1911	2
Genna	1912	74
Genna	1913	110
Genna	1914	2
Genna	1915	0
Genna	1916	0
Genna	1917	0
Genna	1918	0
Genna	1919	0
Genna	1920	0
Genna	1921	0
Genna	1922	0
Genna	1923	0
Genna	1924	0
Genoa	1892	7879
Genoa	1893	10048
Genoa	1894	8133
Genoa	1895	7083
Genoa	1896	10747
Genoa	1897	7943
Genoa	1898	9823
Genoa	1899	10269
Genoa	1900	15517
Genoa	1901	14006
Genoa	1902	17293
Genoa	1903	14771
Genoa	1904	13407
Genoa	1905	17010
Genoa	1906	21796
Genoa	1907	23738
Genoa	1908	9111
Genoa	1909	26017
Genoa	1910	22855
Genoa	1911	28664
Genoa	1912	18951
Genoa	1913	28147
Genoa	1914	21546
Genoa	1915	12082
Genoa	1916	8405
Genoa	1917	12371
Genoa	1918	8575
Genoa	1919	29334
Genoa	1920	35841
Genoa	1921	26170
Genoa	1922	24591
Genoa	1923	30420
Genoa	1924	24980
Ghythion	1892	0
Ghythion	1893	0
Ghythion	1894	0
Ghythion	1895	0
Ghythion	1896	0
Ghythion	1897	0
Ghythion	1898	0
Ghythion	1899	0
Ghythion	1900	0
Ghythion	1901	0
Ghythion	1902	17
Ghythion	1903	0
Ghythion	1904	0
Ghythion	1905	0
Ghythion	1906	0
Ghythion	1907	0
Ghythion	1908	0
Ghythion	1909	347
Ghythion	1910	1154
Ghythion	1911	1535
Ghythion	1912	1905
Ghythion	1913	0
Ghythion	1914	0
Ghythion	1915	0
Ghythion	1916	0
Ghythion	1917	0
Ghythion	1918	0
Ghythion	1919	0
Ghythion	1920	0
Ghythion	1921	0
Ghythion	1922	0
Ghythion	1923	0
Ghythion	1924	0
Gibara	1892	21
Gibara	1893	18
Gibara	1894	6
Gibara	1895	4
Gibara	1896	15
Gibara	1897	0
Gibara	1898	0
Gibara	1899	0
Gibara	1900	0
Gibara	1901	0
Gibara	1902	0
Gibara	1903	0
Gibara	1904	0
Gibara	1905	0
Gibara	1906	0
Gibara	1907	0
Gibara	1908	0
Gibara	1909	0
Gibara	1910	9
Gibara	1911	1
Gibara	1912	5
Gibara	1913	1
Gibara	1914	0
Gibara	1915	0
Gibara	1916	0
Gibara	1917	0
Gibara	1918	0
Gibara	1919	0
Gibara	1920	0
Gibara	1921	0
Gibara	1922	0
Gibara	1923	0
Gibara	1924	0
Gibraltar	1892	126
Gibraltar	1893	85
Gibraltar	1894	134
Gibraltar	1895	135
Gibraltar	1896	188
Gibraltar	1897	95
Gibraltar	1898	83
Gibraltar	1899	781
Gibraltar	1900	112
Gibraltar	1901	153
Gibraltar	1902	168
Gibraltar	1903	395
Gibraltar	1904	777
Gibraltar	1905	1082
Gibraltar	1906	1255
Gibraltar	1907	1837
Gibraltar	1908	1119
Gibraltar	1909	892
Gibraltar	1910	1213
Gibraltar	1911	1295
Gibraltar	1912	698
Gibraltar	1913	922
Gibraltar	1914	496
Gibraltar	1915	58
Gibraltar	1916	68
Gibraltar	1917	1899
Gibraltar	1918	3440
Gibraltar	1919	4831
Gibraltar	1920	4044
Gibraltar	1921	1194
Gibraltar	1922	977
Gibraltar	1923	1069
Gibraltar	1924	806
Glasgow	1892	26298
Glasgow	1893	26953
Glasgow	1894	15394
Glasgow	1895	17042
Glasgow	1896	11310
Glasgow	1897	5302
Glasgow	1898	2667
Glasgow	1899	3515
Glasgow	1900	5779
Glasgow	1901	4882
Glasgow	1902	8972
Glasgow	1903	18960
Glasgow	1904	17208
Glasgow	1905	24366
Glasgow	1906	32832
Glasgow	1907	36258
Glasgow	1908	14177
Glasgow	1909	22399
Glasgow	1910	27736
Glasgow	1911	29363
Glasgow	1912	20651
Glasgow	1913	26200
Glasgow	1914	15643
Glasgow	1915	4461
Glasgow	1916	4119
Glasgow	1917	2672
Glasgow	1918	8950
Glasgow	1919	9555
Glasgow	1920	15166
Glasgow	1921	24412
Glasgow	1922	22014
Glasgow	1923	26812
Glasgow	1924	19509
Glasgow/Londonderry	1892	0
Glasgow/Londonderry	1893	0
Glasgow/Londonderry	1894	0
Glasgow/Londonderry	1895	0
Glasgow/Londonderry	1896	11
Glasgow/Londonderry	1897	0
Glasgow/Londonderry	1898	0
Glasgow/Londonderry	1899	0
Glasgow/Londonderry	1900	0
Glasgow/Londonderry	1901	0
Glasgow/Londonderry	1902	0
Glasgow/Londonderry	1903	0
Glasgow/Londonderry	1904	5
Glasgow/Londonderry	1905	0
Glasgow/Londonderry	1906	3
Glasgow/Londonderry	1907	0
Glasgow/Londonderry	1908	0
Glasgow/Londonderry	1909	0
Glasgow/Londonderry	1910	0
Glasgow/Londonderry	1911	2
Glasgow/Londonderry	1912	0
Glasgow/Londonderry	1913	10
Glasgow/Londonderry	1914	0
Glasgow/Londonderry	1915	0
Glasgow/Londonderry	1916	1
Glasgow/Londonderry	1917	82
Glasgow/Londonderry	1918	470
Glasgow/Londonderry	1919	57
Glasgow/Londonderry	1920	132
Glasgow/Londonderry	1921	210
Glasgow/Londonderry	1922	34
Glasgow/Londonderry	1923	269
Glasgow/Londonderry	1924	438
Gonaives, Haiti	1892	0
Gonaives, Haiti	1893	0
Gonaives, Haiti	1894	0
Gonaives, Haiti	1895	3
Gonaives, Haiti	1896	7
Gonaives, Haiti	1897	3
Gonaives, Haiti	1898	0
Gonaives, Haiti	1899	0
Gonaives, Haiti	1900	0
Gonaives, Haiti	1901	0
Gonaives, Haiti	1902	0
Gonaives, Haiti	1903	0
Gonaives, Haiti	1904	0
Gonaives, Haiti	1905	0
Gonaives, Haiti	1906	2
Gonaives, Haiti	1907	12
Gonaives, Haiti	1908	3
Gonaives, Haiti	1909	53
Gonaives, Haiti	1910	0
Gonaives, Haiti	1911	80
Gonaives, Haiti	1912	59
Gonaives, Haiti	1913	6
Gonaives, Haiti	1914	9
Gonaives, Haiti	1915	2
Gonaives, Haiti	1916	7
Gonaives, Haiti	1917	13
Gonaives, Haiti	1918	99
Gonaives, Haiti	1919	21
Gonaives, Haiti	1920	119
Gonaives, Haiti	1921	1
Gonaives, Haiti	1922	32
Gonaives, Haiti	1923	31
Gonaives, Haiti	1924	1
Gothenburg, Sweden	1892	0
Gothenburg, Sweden	1893	2977
Gothenburg, Sweden	1894	1521
Gothenburg, Sweden	1895	2503
Gothenburg, Sweden	1896	3
Gothenburg, Sweden	1897	75
Gothenburg, Sweden	1898	0
Gothenburg, Sweden	1899	0
Gothenburg, Sweden	1900	0
Gothenburg, Sweden	1901	0
Gothenburg, Sweden	1902	0
Gothenburg, Sweden	1903	0
Gothenburg, Sweden	1904	417
Gothenburg, Sweden	1905	0
Gothenburg, Sweden	1906	2
Gothenburg, Sweden	1907	1
Gothenburg, Sweden	1908	2
Gothenburg, Sweden	1909	5
Gothenburg, Sweden	1910	1
Gothenburg, Sweden	1911	5
Gothenburg, Sweden	1912	0
Gothenburg, Sweden	1913	2
Gothenburg, Sweden	1914	1
Gothenburg, Sweden	1915	139
Gothenburg, Sweden	1916	4197
Gothenburg, Sweden	1917	839
Gothenburg, Sweden	1918	1710
Gothenburg, Sweden	1919	6956
Gothenburg, Sweden	1920	16524
Gothenburg, Sweden	1921	19176
Gothenburg, Sweden	1922	17408
Gothenburg, Sweden	1923	35237
Gothenburg, Sweden	1924	17236
Greenock	1892	582
Greenock	1893	989
Greenock	1894	330
Greenock	1895	1458
Greenock	1896	610
Greenock	1897	171
Greenock	1898	0
Greenock	1899	208
Greenock	1900	286
Greenock	1901	500
Greenock	1902	0
Greenock	1903	1
Greenock	1904	0
Greenock	1905	4
Greenock	1906	2
Greenock	1907	0
Greenock	1908	0
Greenock	1909	0
Greenock	1910	0
Greenock	1911	6
Greenock	1912	0
Greenock	1913	0
Greenock	1914	0
Greenock	1915	0
Greenock	1916	0
Greenock	1917	0
Greenock	1918	33
Greenock	1919	50
Greenock	1920	64
Greenock	1921	0
Greenock	1922	27
Greenock	1923	0
Greenock	1924	895
Grenada, British West Indies	1892	5
Grenada, British West Indies	1893	5
Grenada, British West Indies	1894	1
Grenada, British West Indies	1895	1
Grenada, British West Indies	1896	7
Grenada, British West Indies	1897	2
Grenada, British West Indies	1898	0
Grenada, British West Indies	1899	0
Grenada, British West Indies	1900	0
Grenada, British West Indies	1901	0
Grenada, British West Indies	1902	0
Grenada, British West Indies	1903	51
Grenada, British West Indies	1904	2
Grenada, British West Indies	1905	27
Grenada, British West Indies	1906	83
Grenada, British West Indies	1907	157
Grenada, British West Indies	1908	32
Grenada, British West Indies	1909	55
Grenada, British West Indies	1910	39
Grenada, British West Indies	1911	70
Grenada, British West Indies	1912	129
Grenada, British West Indies	1913	92
Grenada, British West Indies	1914	86
Grenada, British West Indies	1915	67
Grenada, British West Indies	1916	93
Grenada, British West Indies	1917	331
